country,zipcode,latitude,longitude
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,400079,19.1142234,72.9360838
US,OX3 9RX,51.7616409,-1.1864616
US,2113,-33.7813021,151.1295569
US,L3R 4B8,43.8348297,-79.3244998
US,228233,1.3119097,103.8373537
US,1554,14.5710117,121.0465767
CA,AB T1Y 5L3,51.0871239,-113.9967265
CA,AB T6B 3J4,53.4927979,-113.4335625
US,330634552,26.1210037,-80.2020596
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,NA,42.4096,-72.1083
US,4103,43.6875741,-70.3081129
US,3104,43.0088559,-71.4477469
US,2360,41.925629,-70.6483329
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,4730,46.1403045,-67.8545035
US,6260,41.9264217,-71.8720127
US,4901,44.5444468,-69.6737125
US,4572,44.0952725,-69.3756017
US,4240,44.0917237,-70.2145173
US,4234,44.6151493,-70.1811843
US,4240,44.092794,-70.21433
US,Null,42.4096,-72.1083
US,1420,42.5627045,-71.7611901
US,4240,44.0916608,-70.214992
US,3561,44.2926208,-71.8057682
US,2886,41.7175048,-71.4463626
US,3818,43.9808023,-71.1159562
US,4769,46.6789412,-68.0265328
US,6095,41.8645983,-72.6861845
US,TBD,42.4096,-72.1083
US,980364934,47.8269649,-122.241762
US,TBD,42.4096,-72.1083
US,NA,42.4096,-72.1083
US,TBD,42.4096,-72.1083
US,XXXXX,42.4096,-72.1083
US,TBD,42.4096,-72.1083
US,NA,42.4096,-72.1083
US,"10301, 10304",40.6291195,-74.0734326
US,N/A,42.4096,-72.1083
US,"TX 75019,",32.9672,-96.9805
US,M4 3AQ,53.4846731,-2.2413512
US,CR0 4YJ,51.3789398,-0.1267142
US,D15 XKK8,53.3918686,-6.3910117
US,null,0,0
US,NA,42.4096,-72.1083
US,TBD,42.4096,-72.1083
US,90404/90016,34.0234047,-118.3533161
US,400001,18.5155818,73.9319836
US,NA,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
